wave,scenario,date,model_S,model_E,model_I,model_R,model_confirmed,beta,actual_confirmed,basic_R0,effective_Re 
wave_1,25% beta reduction,2020-12-26,23169277.83544962,25429.154087726205,126347.42616609257,4278945.58429656,149693.3593948836,0.0402,257700.0,0.6401273885350319,0.5373655548930784
wave_1,25% beta reduction,2020-12-27,23165065.52110924,24817.980461336254,123331.37685646075,4286785.121572965,149921.51037571198,0.0402,258181.0,0.6401273885350319,0.5372678585967596
wave_1,25% beta reduction,2020-12-28,23160954.511002924,24221.437743819293,120386.55504888488,4294437.496204372,150144.17762427917,0.0402,258840.0,0.6401273885350319,0.5371725118517017
wave_1,25% beta reduction,2020-12-29,23156942.376916114,23639.178500329515,117511.31516841584,4301907.129415142,150361.49242880242,0.0402,259548.0,0.6401273885350319,0.5370794583402727
wave_1,25% beta reduction,2020-12-30,23153026.748446587,23070.863409329588,114704.04791379186,4309198.3402302945,150573.58295921542,0.0402,260059.0,0.6401273885350319,0.5369886430856832
wave_1,25% beta reduction,2020-12-31,23149205.31164701,22516.161079897305,111963.17954211931,4316315.347730977,150780.57434001763,0.0402,260593.0,0.6401273885350319,0.5369000124205031
wave_1,25% beta reduction,2021-01-01,23145475.807698414,21974.747872803473,109287.17116345098,4323262.273265334,150982.58872148168,0.0402,261019.0,0.6401273885350319,0.5368135139558965
wave_1,25% beta reduction,2021-01-02,23141836.03161397,21446.30772530139,106674.51804535597,4330043.142615376,151179.74534925277,0.0402,261438.0,0.6401273885350319,0.5367290965515564
wave_1,25% beta reduction,2021-01-03,23138283.83097237,20930.531979568186,104123.74892755777,4336661.888120505,151372.16063237353,0.0402,261859.0,0.6401273885350319,0.5366467102863296
wave_1,25% beta reduction,2021-01-04,23134817.104680255,20427.11921473818,101633.42534670187,4343122.350758308,151559.94820976708,0.0402,262262.0,0.6401273885350319,0.536566306429513
wave_1,25% beta reduction,2021-01-05,23131433.801762972,19935.775082468474,99202.14097129922,4349428.282183264,151743.21901521098,0.0402,262784.0,0.6401273885350319,0.5364878374128078
wave_1,25% beta reduction,2021-01-06,23128131.920183133,19456.212145977097,96828.52094687756,4355583.346724017,151922.08134083342,0.0402,263193.0,0.6401273885350319,0.5364112568029181
wave_1,25% beta reduction,2021-01-07,23124909.50568632,18988.14972249416,94511.22125136024,4361591.12333983,152096.6408991634,0.0402,263605.0,0.6401273885350319,0.5363365192747795
wave_1,25% beta reduction,2021-01-08,23121764.650673367,18531.313729066726,92248.92806067943,4367455.107536892,152267.00088376526,0.0402,264159.0,0.6401273885350319,0.5362635805854041
wave_1,25% beta reduction,2021-01-09,23118695.493098628,18085.436531658397,90040.35712461923,4373178.7132450985,152433.26202848778,0.0402,264521.0,0.6401273885350319,0.5361923975483274
wave_1,25% beta reduction,2021-01-10,23115700.21539369,17650.25679748493,87884.25315287376,4378765.274655958,152595.52266535786,0.0402,264780.0,0.6401273885350319,0.5361229280086461
wave_1,25% beta reduction,2021-01-11,23112777.04341592,17225.519350527597,85779.38921129513,4384218.048022264,152753.87878114748,0.0402,265268.0,0.6401273885350319,0.5360551308186329
wave_1,25% beta reduction,2021-01-12,23109924.245421372,16810.975030166428,83724.56612829691,4389540.21342017,152908.42407264264,0.0402,265698.0,0.6401273885350319,0.535988965813913
wave_1,25% beta reduction,2021-01-13,23107140.131061457,16406.380552875962,81718.61191137023,4394734.876474304,153059.25000064255,0.0402,266143.0,0.6401273885350319,0.5359243937901957
wave_1,25% beta reduction,2021-01-14,23104423.050402865,16011.498376926576,79760.3811736614,4399805.070046556,153206.44584271644,0.0402,266546.0,0.6401273885350319,0.5358613764805427
wave_1,25% beta reduction,2021-01-15,23101771.392970253,15626.09657003508,77848.75457055282,4404753.75588917,153350.09874474505,0.0402,266816.0,0.6401273885350319,0.5357998765331649
wave_1,25% beta reduction,2021-01-16,23099183.586811155,15249.94867990876,75982.63824618167,4409583.826262766,153490.29377127334,0.0402,267056.0,0.6401273885350319,0.5357398574897352
wave_1,25% beta reduction,2021-01-17,23096658.09758265,14882.833607627674,74160.96328982494,4414298.10551991,153627.11395470062,0.0402,267322.0,0.6401273885350319,0.5356812837642055
wave_1,25% beta reduction,2021-01-18,23094193.427659266,14524.535483810614,72382.6852020731,4418899.351654862,153760.64034333316,0.0402,267644.0,0.6401273885350319,0.5356241206221166
wave_1,25% beta reduction,2021-01-19,23091788.1152617,14174.843547510794,70646.78337070976,4423390.25782009,153890.95204832498,0.0402,267992.0,0.6401273885350319,0.5355683341603895
wave_1,25% beta reduction,2021-01-20,23089440.733605824,13833.552027787942,68952.26055620922,4427773.453810188,154018.12628953074,0.0402,268310.0,0.6401273885350319,0.53551389128759
wave_1,25% beta reduction,2021-01-21,23087149.890071575,13500.460027904184,67298.14238675986,4432051.50751377,154142.23844029522,0.0402,268646.0,0.6401273885350319,0.5354607597046508
wave_1,25% beta reduction,2021-01-22,23084914.225391243,13175.371412091768,65683.4768627167,4436226.9263339555,154263.36207120278,0.0402,268948.0,0.6401273885350319,0.5354089078860471
wave_1,25% beta reduction,2021-01-23,23082732.412856758,12858.094694841388,64107.333870383176,4440302.158578026,154381.56899280992,0.0402,269180.0,0.6401273885350319,0.5353583050614104
wave_1,25% beta reduction,2021-01-24,23080603.157545496,12548.442932660548,62568.80470501835,4444279.594816835,154496.92929738382,0.0402,269450.0,0.6401273885350319,0.5353089211975726
wave_1,25% beta reduction,2021-01-25,23078525.19556424,12246.233618252174,61067.00160296325,4448161.569214553,154609.51139966867,0.0402,269789.0,0.6401273885350319,0.5352607269810314
wave_1,25% beta reduction,2021-01-26,23076497.293310855,11951.288577064333,59601.05728277677,4451950.360829312,154719.382076702,0.0402,270092.0,0.6401273885350319,0.5352136938008263
wave_1,25% beta reduction,2021-01-27,23074518.24675326,11663.43386616273,58170.12449526961,4455648.194885317,154826.6065067019,0.0402,270375.0,0.6401273885350319,0.5351677937318154
wave_1,25% beta reduction,2021-01-28,23072586.880725343,11382.499675378316,56773.37558232235,4459257.244016965,154931.24830704645,0.0402,270588.0,0.6401273885350319,0.5351229995183459
wave_1,25% beta reduction,2021-01-29,23070702.048239406,11108.320230683139,55410.00204437194,4462779.629485546,155033.36957136527,0.0402,270745.0,0.6401273885350319,0.535079284558308
wave_1,25% beta reduction,2021-01-30,23068862.62981477,10840.73369974825,54079.21411644929,4466217.422369038,155133.0309057637,0.0402,270854.0,0.6401273885350319,0.5350366228875622
wave_1,25% beta reduction,2021-01-31,23067067.532822166,10579.582099638295,52780.24035264926,4469572.644725551,155230.29146419905,0.0402,270959.0,0.6401273885350319,0.5349949891647345
wave_1,25% beta reduction,2021-02-01,23065315.69084356,10324.711206598073,51512.32721891319,4472847.270730935,155325.208983028,0.0402,271118.0,0.6401273885350319,0.5349543586563689
wave_1,25% beta reduction,2021-02-02,23063606.063047048,10075.970467887175,50274.738694003165,4476043.227791068,155417.83981474405,0.0402,271289.0,0.6401273885350319,0.5349147072224287
wave_1,25% beta reduction,2021-02-03,23061937.63357649,9833.212915619502,49066.755878546464,4479162.397629349,155508.2389609236,0.0402,271431.0,0.6401273885350319,0.534876011302141
wave_1,25% beta reduction,2021-02-04,23060309.410955533,9596.2950825652,47887.67661202807,4482206.617349877,155596.46010439825,0.0402,271602.0,0.6401273885350319,0.5348382479001733
wave_1,25% beta reduction,2021-02-05,23058720.427505687,9365.076919873329,46736.815097608705,4485177.680476836,155682.55564067134,0.0402,271707.0,0.6401273885350319,0.534801394573138
wave_1,25% beta reduction,2021-02-06,23057169.738778137,9139.42171667425,45613.501534645606,4488077.33797055,155766.57670859585,0.0402,271806.0,0.6401273885350319,0.5347654294164134
wave_1,25% beta reduction,2021-02-07,23055656.422998983,8919.196021521515,44517.0817587933,4490907.299220708,155848.5732203305,0.0402,271925.0,0.6401273885350319,0.534730331051278
wave_1,25% beta reduction,2021-02-08,23054179.580527596,8704.269565633702,43446.916889561464,4493669.2330172155,155928.5938905906,0.0402,272055.0,0.6401273885350319,0.5346960786123472
wave_1,25% beta reduction,2021-02-09,23052738.333327755,8494.515187897396,42402.38298520735,4496364.768499146,156006.68626520995,0.0402,272215.0,0.6401273885350319,0.5346626517353086
wave_1,25% beta reduction,2021-02-10,23051331.824451324,8289.808761593215,41382.87070484043,4498995.49608225,156082.8967490294,0.0402,272349.0,0.6401273885350319,0.5346300305449454
wave_1,25% beta reduction,2021-02-11,23049959.21753412,8090.029122807485,40387.784977617455,4501562.968365461,156157.2706331276,0.0402,272430.0,0.6401273885350319,0.5345981956434457
wave_1,25% beta reduction,2021-02-12,23048619.696303755,7895.058000492874,39416.54467890647,4504068.701016851,156229.85212140932,0.0402,272557.0,0.6401273885350319,0.5345671280989862
wave_1,25% beta reduction,2021-02-13,23047312.464099098,7704.779948141981,38468.58231329916,4506514.173639464,156300.68435656573,0.0402,272614.0,0.6401273885350319,0.5345368094345886
wave_1,25% beta reduction,2021-02-14,23046036.743401155,7519.082277038553,37543.34370435142,4508900.830617457,156369.80944542156,0.0402,272718.0,0.6401273885350319,0.5345072216172382
wave_1,25% beta reduction,2021-02-15,23044791.77537506,7337.854991051714,36640.28769093308,4511230.081942954,156437.2684836829,0.0402,272840.0,0.6401273885350319,0.5344783470472616
wave_1,25% beta reduction,2021-02-16,23043576.819422938,7160.990722939208,35758.885830068226,4513503.304024054,156503.10158010002,0.0402,272945.0,0.6401273885350319,0.5344501685479566
wave_1,25% beta reduction,2021-02-17,23042391.152747367,6988.38467212637,34898.6221061489,4515721.840474357,156567.34788005796,0.0402,273070.0,0.6401273885350319,0.5344226693554672
wave_1,25% beta reduction,2021-02-18,23041234.069925223,6819.934543928155,34058.9926464057,4517887.002884443,156630.04558860918,0.0402,273166.0,0.6401273885350319,0.5343958331088999
wave_1,25% beta reduction,2021-02-19,23040104.88249163,6655.540490182228,33239.50544252,4520000.071575667,156691.2319929603,0.0402,273263.0,0.6401273885350319,0.5343696438406741
wave_1,25% beta reduction,2021-02-20,23039002.91853381,6495.105051261727,32439.68007826354,4522062.296336663,156750.94348442607,0.0402,273351.0,0.6401273885350319,0.5343440859671025
wave_1,25% beta reduction,2021-02-21,23037927.522294577,6338.533099436965,31659.047463052397,4524074.897142929,156809.215579863,0.0402,273431.0,0.6401273885350319,0.5343191442791946
wave_1,25% beta reduction,2021-02-22,23036878.05378527,6185.731783555939,30897.149571303522,4526039.064859866,156866.08294259442,0.0402,273556.0,0.6401273885350319,0.5342948039336796
wave_1,25% beta reduction,2021-02-23,23035853.888407875,6036.610475014124,30153.539187483264,4527955.961929623,156921.57940283924,0.0402,273666.0,0.6401273885350319,0.5342710504442426
wave_1,25% beta reduction,2021-02-24,23034854.416586164,5891.080714984642,29427.779656738647,4529826.723042109,156975.7379776556,0.0402,273760.0,0.6401273885350319,0.5342478696729692
wave_1,25% beta reduction,2021-02-25,23033879.043405596,5749.0561628804835,28719.44464100345,4531652.455790518,157028.59089041105,0.0402,273872.0,0.6401273885350319,0.5342252478219937
wave_1,25% beta reduction,2021-02-26,23032927.1882618,5610.452546021022,28028.117880472506,4533434.241311705,157080.16958979005,0.0402,273984.0,0.6401273885350319,0.5342031714253463
wave_1,25% beta reduction,2021-02-27,23031998.284517433,5475.187610475675,27353.392960339002,4535173.134911749,157130.5047683498,0.0402,274065.0,0.6401273885350319,0.5341816273409956
wave_1,25% beta reduction,2021-02-28,23031091.779167216,5343.1810730580955,26694.873082691025,4536870.166677031,157179.6263806349,0.0402,274143.0,0.6401273885350319,0.5341606027430781
wave_1,25% beta reduction,2021-03-01,23030207.13251094,5214.354574444839,26052.170843464908,4538526.342071143,157227.56366086102,0.0402,274216.0,0.6401273885350319,0.5341400851143152
wave_1,25% beta reduction,2021-03-02,23029343.817834295,5088.631633393012,25424.908014354467,4540142.64251795,157274.3451401781,0.0402,274294.0,0.6401273885350319,0.5341200622386106
wave_1,25% beta reduction,2021-03-03,23028501.321097277,4965.937602031931,24812.715329576622,4541720.025971107,157319.99866352245,0.0402,274381.0,0.6401273885350319,0.5341005221938238
wave_1,25% beta reduction,2021-03-04,23027679.140630063,4846.199622204358,24215.23227739535,4543259.427470332,157364.55140606762,0.0402,274488.0,0.6401273885350319,0.5340814533447158
wave_1,25% beta reduction,2021-03-05,23026876.786836114,4729.346582833376,23632.10689630743,4544761.759684739,157408.02988928359,0.0402,274608.0,0.6401273885350319,0.5340628443360634
wave_1,25% beta reduction,2021-03-06,23026093.7819024,4615.309078291512,23062.995575794837,4546227.9134435095,157450.4599966132,0.0402,274655.0,0.6401273885350319,0.5340446840859393
wave_1,25% beta reduction,2021-03-07,23025329.659516495,4504.019367749191,22507.56286155023,4547658.7582542,157491.8669887751,0.0402,274721.0,0.6401273885350319,0.534026961779149
wave_1,25% beta reduction,2021-03-08,23024583.964590486,4395.411335480086,21965.481265083316,4549055.142808947,157532.2755187017,0.0402,274810.0,0.6401273885350319,0.5340096668608291
wave_1,25% beta reduction,2021-03-09,23023856.252991423,4289.4204521014535,21436.43107761752,4550417.895478854,157571.7096461212,0.0402,274869.0,0.6401273885350319,0.5339927890301943
wave_1,25% beta reduction,2021-03-10,23023146.09127825,4185.9837367279715,20920.100188187735,4551747.824796829,157610.1928517914,0.0402,274973.0,0.6401273885350319,0.5339763182344376
wave_1,25% beta reduction,2021-03-11,23022453.05644501,4085.0397200180887,20416.18390585146,4553045.719929119,157647.74805139416,0.0402,275070.0,0.6401273885350319,0.5339602446627721
wave_1,25% beta reduction,2021-03-12,23021776.73567017,3986.5284080923434,19924.384785927126,4554312.351135809,157684.39760909817,0.0402,275118.0,0.6401273885350319,0.5339445587406195
wave_1,25% beta reduction,2021-03-13,23021116.726071984,3890.391247303557,19444.412460174826,4555548.47022054,157720.16335079784,0.0402,275178.0,0.6401273885350319,0.533929251123935
wave_1,50% beta reduction,2020-09-17,25000000.0,100000.0,1500000.0,1000000.0,59573.0,0.0268,59573.0,0.4267515923566879,0.38655035539555066
wave_1,50% beta reduction,2020-09-18,24964491.61024065,114812.08116245251,1428771.337386181,1091924.9712107172,60551.9353966333,0.0268,61593.0,0.4267515923566879,0.3860013241683106
wave_1,50% beta reduction,2020-09-19,24930674.482733097,125500.32137714888,1364231.9956509755,1179593.2002387785,61645.93176558537,0.0268,62797.0,0.4267515923566879,0.3854784432620505
wave_1,50% beta reduction,2020-09-20,24898393.809158593,132925.5645482515,1305291.3258486695,1263389.300444485,62821.59362366621,0.0268,64122.0,0.4267515923566879,0.38497931902834537
wave_1,50% beta reduction,2020-09-21,24867519.561884332,137775.80473319886,1251068.411503302,1343636.2218791666,64052.52915899077,0.0268,65276.0,0.4267515923566879,0.38450194097808793
wave_1,50% beta reduction,2020-09-22,24837941.725931715,140600.7038956816,1200850.501487809,1420607.0686847945,65317.94306916415,0.0268,66632.0,0.4267515923566879,0.38404460805811524
wave_1,50% beta reduction,2020-09-23,24809566.485859554,141839.21408506762,1154059.7242429724,1494534.5758124061,66601.51039261941,0.0268,67804.0,0.4267515923566879,0.3836058696927421
wave_1,50% beta reduction,2020-09-24,24782313.17403814,141841.68405970573,1110226.430610057,1565618.7112920987,67890.47521197198,0.0268,69301.0,0.4267515923566879,0.38318447859793114
wave_1,50% beta reduction,2020-09-25,24756111.8263778,140887.5534121892,1068967.8429504372,1634032.777259573,69174.9293359335,0.0268,70614.0,0.4267515923566879,0.3827793529879333
wave_1,50% beta reduction,2020-09-26,24730901.22295935,139199.51611307033,1029970.9524191624,1699928.3085084166,70447.23504187449,0.0268,71821.0,0.4267515923566879,0.38238954627948785
wave_1,50% beta reduction,2020-09-27,24706627.315928172,136954.85874293096,992978.8175593066,1763439.00776959,71701.56313805681,0.0268,73394.0,0.4267515923566879,0.38201422278389824
wave_1,50% beta reduction,2020-09-28,24683241.966815155,134294.53752908172,957779.5864114343,1824683.9092443285,72933.52334451758,0.0268,74745.0,0.4267515923566879,0.3816526381834708
wave_1,50% beta reduction,2020-09-29,24660701.931200467,131330.4454775169,924197.6995665703,1883769.9237554448,74139.86858313132,0.0268,76258.0,0.4267515923566879,0.3813041238323714
wave_1,50% beta reduction,2020-09-30,24638968.041178208,128151.23068508423,892086.8398034574,1940793.8883332487,75318.25844086621,0.0268,77817.0,0.4267515923566879,0.380968074115882
wave_1,50% beta reduction,2020-10-01,24618004.54607245,124826.95478036943,861324.2805519073,1995844.2185952726,76467.07000966162,0.0268,79728.0,0.4267515923566879,0.38064393625654347
wave_1,50% beta reduction,2020-10-02,24597778.579820864,121412.82274411518,831806.3547376244,2049002.2426973938,77585.24665867636,0.0268,82450.0,0.4267515923566879,0.38033120207883275
wave_1,50% beta reduction,2020-10-03,24578259.729795318,117952.16920334402,803444.8210466122,2100343.279954723,78672.17717736316,0.0268,84570.0,0.4267515923566879,0.3800294013422612
wave_1,50% beta reduction,2020-10-04,24559419.686897874,114478.84936379362,776163.94906308,2149937.5146752507,79727.59923482305,0.0268,86823.0,0.4267515923566879,0.3797380963311543
wave_1,50% beta reduction,2020-10-05,24541231.960816834,111019.15319434465,749898.1802941218,2197850.7056946964,80751.52230727111,0.0268,89263.0,0.4267515923566879,0.37945687745193574
wave_1,50% beta reduction,2020-10-06,24523671.647558004,107593.33782776089,724590.2505655041,2244144.7640487286,81744.16619125323,0.0268,90814.0,0.4267515923566879,0.3791853596386935
wave_1,50% beta reduction,2020-10-07,24506715.23894648,104216.85421364749,700189.6820702536,2288878.2247696193,82705.91199352601,0.0268,94253.0,0.4267515923566879,0.37892317940769277
wave_1,50% beta reduction,2020-10-08,24490340.46585555,100901.328908177,676651.5716072345,2332106.6336290366,83637.26310767565,0.0268,98617.0,0.4267515923566879,0.37866999243338
wave_1,50% beta reduction,2020-10-09,24474526.168566298,97655.34975605199,653935.6161662918,2373882.865511357,84538.8141833528,0.0268,100676.0,0.4267515923566879,0.3784254715438803
wave_1,50% beta reduction,2020-10-10,24459252.188977778,94485.09450969982,632005.3287247161,2414257.3877878026,85411.22649104217,0.0268,105684.0,0.4267515923566879,0.37818930505435044
wave_1,50% beta reduction,2020-10-11,24444499.280440066,91394.83365594444,610827.4064969566,2453278.479407029,86255.20840325856,0.0268,107755.0,0.4267515923566879,0.3779611953728156
wave_1,50% beta reduction,2020-10-12,24430249.03182367,88387.33249504611,590371.2213901179,2490992.414291163,87071.49996772461,0.0268,111802.0,0.4267515923566879,0.37774085782613
wave_1,50% beta reduction,2020-10-13,24416483.803111732,85464.17253193457,570608.4084336432,2527443.6159226866,87860.86075205442,0.0268,115358.0,0.4267515923566879,0.3775280196641019
wave_1,50% beta reduction,2020-10-14,24403186.670339555,82626.00824732227,551512.53277038,2562674.7886427413,88624.06030284066,0.0268,117996.0,0.4267515923566879,0.37732241920814874
wave_1,50% beta reduction,2020-10-15,24390341.378136482,79872.77211921128,533058.8196562891,2596727.0300880168,89361.8706929057,0.0268,121745.0,0.4267515923566879,0.3771238051174985
wave_1,50% beta reduction,2020-10-16,24377932.29846973,77203.83820464875,515223.9350082415,2629639.9283173783,90075.06073530184,0.0268,126137.0,0.4267515923566879,0.37693193575128586
wave_1,50% beta reduction,2020-10-17,24365944.394465372,74618.1525406129,497985.8065164819,2661451.646477532,90764.39152661689,0.0268,129304.0,0.4267515923566879,0.37674657860915256
wave_1,50% beta reduction,2020-10-18,24354363.18840241,72114.33698008851,481323.47732279723,2692198.997294704,91430.61304940784,0.0268,132246.0,0.4267515923566879,0.37656750983637066
wave_1,50% beta reduction,2020-10-19,24343174.73315258,69690.77176343498,465216.98585525004,2721917.509228736,92074.46161747257,0.0268,136036.0,0.4267515923566879,0.37639451378224464
wave_1,50% beta reduction,2020-10-20,24332365.586480018,67345.66107097552,449647.26668400964,2750641.485764998,92696.65799083808,0.0268,139129.0,0.4267515923566879,0.37622738260273264
wave_1,50% beta reduction,2020-10-21,24321922.78772831,65077.08495823532,434596.0682832249,2778404.0590302306,93297.90602192648,0.0268,144872.0,0.4267515923566879,0.37606591589998073
wave_1,50% beta reduction,2020-10-22,24311833.83651327,62883.04039869633,420045.88440139726,2805237.2386866375,93878.89172206409,0.0268,148509.0,0.4267515923566879,0.3759099203928712
wave_1,50% beta reduction,2020-10-23,24302086.67311264,60761.473616902615,405979.8963976764,2831171.956872783,94440.28265969278,0.0268,153008.0,0.4267515923566879,0.37575920961380666
wave_1,50% beta reduction,2020-10-24,24292669.6603023,58710.30546047882,392381.9244262311,2856238.109810992,94982.7276194207,0.0268,155233.0,0.4267515923566879,0.3756136036278625
wave_1,50% beta reduction,2020-10-25,24283571.566435445,56727.451211680986,379236.38577124145,2880464.5965816355,95506.8564652911,0.0268,158089.0,0.4267515923566879,0.3754729287711564
wave_1,50% beta reduction,2020-10-26,24274781.549598783,54810.83596031647,366528.25897185015,2903879.355469052,96013.2801630547,0.0268,159830.0,0.4267515923566879,0.37533701740587055
wave_1,50% beta reduction,2020-10-27,24266289.14271008,52958.40643649571,354243.05264623015,2926509.3982071984,96502.59092536719,0.0268,160400.0,0.4267515923566879,0.37520570768983086
wave_1,50% beta reduction,2020-10-28,24258084.239445586,51168.14002269834,342366.7781400717,2948380.842391645,96975.36245115023,0.0268,162354.0,0.4267515923566879,0.37507884335891584
wave_1,50% beta reduction,2020-10-29,24250157.080905564,49438.05152122548,330885.9252979504,2969518.9422752606,97432.1502362129,0.0268,164718.0,0.4267515923566879,0.374956273520879
wave_1,50% beta reduction,2020-10-30,24242498.2429417,47766.19813819904,319787.44079473906,2989948.118125362,97873.4919369208,0.0268,168235.0,0.4267515923566879,0.37483785245940504
wave_1,50% beta reduction,2020-10-31,24235098.624083064,46150.683053195266,309058.7085753322,3009691.9842884094,98299.907772455,0.0268,170743.0,0.4267515923566879,0.37472343944742115
wave_1,50% beta reduction,2020-11-01,24227949.434007406,44589.65786982513,298687.53203993966,3028773.3760828306,98711.90095420707,0.0268,173567.0,0.4267515923566879,0.3746128985688397
wave_1,50% beta reduction,2020-11-02,24221042.182512943,43081.32418346335,288662.1176834818,3047214.3756201123,99109.95813326005,0.0268,176500.0,0.4267515923566879,0.37450609854804007
wave_1,50% beta reduction,2020-11-03,24214368.668952487,41623.934454968025,278971.0599546974,3065036.3366378485,99494.54985882748,0.0268,179614.0,0.4267515923566879,0.3744029125864988
wave_1,50% beta reduction,2020-11-04,24207920.972097218,40215.79234128979,269603.32714628807,3082259.9084152044,99866.13104205865,0.0268,182923.0,0.4267515923566879,0.3743032182060633
wave_1,50% beta reduction,2020-11-05,24201691.440401908,38855.25260347286,260548.24816402353,3098905.058830597,100225.14142084561,0.0268,185974.0,0.4267515923566879,0.3742068970984326
wave_1,50% beta reduction,2020-11-06,24195672.682646956,37540.72068820129,251795.50005204233,3114991.0966128004,100572.00602224714,0.0268,188883.0,0.4267515923566879,0.3741138349804639
wave_1,50% beta reduction,2020-11-07,24189857.558935676,36270.65205954181,243335.0961750456,3130536.6928297356,100907.13561992624,0.0268,191636.0,0.4267515923566879,0.3740239214549733
wave_1,50% beta reduction,2020-11-08,24184239.172027633,35043.55134191633,235157.37497686927,3145559.90165358,101230.92718462033,0.0268,194453.0,0.4267515923566879,0.37393704987673115
wave_1,50% beta reduction,2020-11-09,24178810.85899094,33857.97132283212,227252.9892499587,3160078.180436268,101543.7643261586,0.0268,197024.0,0.4267515923566879,0.37385311722338993
wave_1,50% beta reduction,2020-11-10,24173566.18315807,32712.51185388687,219612.89586231034,3174108.4091257346,101846.01772593461,0.0268,199760.0,0.4267515923566879,0.37377202397110465
wave_1,50% beta reduction,2020-11-11,24168498.926371157,31605.818680554494,212228.3458980846,3187666.9090502067,102138.04555905426,0.0268,202329.0,0.4267515923566879,0.37369367397463016
wave_1,50% beta reduction,2020-11-12,24163603.08150399,30536.582224847825,205090.8751758112,3200769.4610953536,102420.19390562618,0.0268,204242.0,0.4267515923566879,0.3736179743516955
wave_1,50% beta reduction,2020-11-13,24158872.84524884,29503.536339828814,198192.29511428945,3213431.3232970433,102692.79715085613,0.0268,206353.0,0.4267515923566879,0.3735448353714742
wave_1,50% beta reduction,2020-11-14,24154302.611157198,28505.457050839777,191524.68392123602,3225667.2478707293,102956.17837376003,0.0268,208299.0,0.4267515923566879,0.3734741703469796
wave_1,50% beta reduction,2020-11-15,24149886.962924186,27541.161295056336,185080.37808370005,3237491.4976970614,103210.6497244301,0.0268,209776.0,0.4267515923566879,0.3734058955312287
wave_1,50% beta reduction,2020-11-16,24145620.667907108,26609.50566835027,178851.96414244676,3248917.8622821,103456.51278988115,0.0268,210973.0,0.4267515923566879,0.37333993001702576
wave_1,50% beta reduction,2020-11-17,24141498.670869105,25709.38518636704,172832.27073506295,3259959.6732094707,103694.05894857652,0.0268,211475.0,0.4267515923566879,0.3732761956402266
wave_1,50% beta reduction,2020-11-18,24137516.087939437,24839.732065062828,167014.3608945896,3270629.8191009155,103923.56971378748,0.0268,212917.0,0.4267515923566879,0.3732146168863523
wave_1,50% beta reduction,2020-11-19,24133668.20078233,23999.514524625563,161391.524592136,3280940.7601009165,104145.31706598148,0.0268,215020.0,0.4267515923566879,0.3731551208004283
wave_1,50% beta reduction,2020-11-20,24129950.450966705,23187.735619655494,155957.27151326183,3290904.541900385,104359.5637744656,0.0268,216965.0,0.4267515923566879,0.3730976368999282
wave_1,50% beta reduction,2020-11-21,24126358.43452956,22403.432097649562,150705.3240589879,3300532.8093138086,104566.56370853337,0.0268,218639.0,0.4267515923566879,0.3730420970907136
wave_1,50% beta reduction,2020-11-22,24122887.896725968,21645.673287176473,145629.61056316993,3309836.8194236937,104766.56213837874,0.0268,220308.0,0.4267515923566879,0.37298843558585787
wave_1,50% beta reduction,2020-11-23,24119534.72695906,20913.56001661118,140724.25871867946,3318827.4543056567,104959.79602605118,0.0268,222288.0,0.4267515923566879,0.3729365888272539
wave_1,50% beta reduction,2020-11-24,24116294.953883648,20206.22356389067,135983.58920541807,3327515.2333470504,105146.49430673184,0.0268,224078.0,0.4267515923566879,0.37288649540990587
wave_1,50% beta reduction,2020-11-25,24113164.740677305,19522.8246374349,131402.10951367067,3335910.3251715973,105326.87816061325,0.0268,226026.0,0.4267515923566879,0.37283809600881085
wave_1,50% beta reduction,2020-11-26,24110140.380473077,18862.552388129843,126974.50795670085,3344022.559182101,105501.1612756654,0.0268,227640.0,0.4267515923566879,0.37279133330833925
wave_1,50% beta reduction,2020-11-27,24107218.291948162,18224.623452079268,122695.64786682514,3351861.4367329413,105669.55010156904,0.0268,229343.0,0.4267515923566879,0.37274615193402716
wave_1,50% beta reduction,2020-11-28,24104395.015063137,17608.28102368669,118560.56196948464,3359436.1419436983,105832.24409509364,0.0268,230723.0,0.4267515923566879,0.3727024983866957
wave_1,50% beta reduction,2020-11-29,24101667.206946492,17012.79395851967,114564.44693007384,3366755.5521649206,105989.43595719333,0.0268,231978.0,0.4267515923566879,0.3726603209788182
wave_1,50% beta reduction,2020-11-30,24099031.637919456,16437.45590532799,110702.65806849532,3373828.2481067264,106141.31186208807,0.0268,233452.0,0.4267515923566879,0.37261956977305527
wave_1,50% beta reduction,2020-12-01,24096485.187656265,15881.584466529166,106970.70423659297,3380662.5236406177,106288.05167859214,0.0268,233452.0,0.4267515923566879,0.372580196522886
wave_1,50% beta reduction,2020-12-02,24094024.8414752,15344.520386434584,103364.242853779,3387266.3952845894,106429.8291839449,0.0268,236246.0,0.4267515923566879,0.3725421546152585
wave_1,50% beta reduction,2020-12-03,24091647.6867559,14825.626766463722,99879.07509631797,3393647.6113813235,106566.81227039252,0.0268,237589.0,0.4267515923566879,0.3725053990151955
wave_1,50% beta reduction,2020-12-04,24089350.909478582,14324.288306578848,96511.1412358651,3399813.66097898,106699.16314476225,0.0268,238861.0,0.4267515923566879,0.372469886212283
wave_1,50% beta reduction,2020-12-05,24087131.790881038,13839.910572166607,93256.51612298068,3405771.782423821,106827.0385212638,0.0268,239885.0,0.4267515923566879,0.37243557416898115
