wave,scenario,date,model_S,model_E,model_I,model_R,model_confirmed,beta,actual_confirmed,basic_R0,effective_Re 
wave_1,75% beta reduction,2020-12-13,24626602.11611181,2047.077686174609,24828.296371281525,2946522.509830728,81867.89313335512,0.0134,248423.0,0.21337579617834396,0.19038843600335684
wave_1,75% beta reduction,2020-12-14,24626312.124714274,1953.120700123751,23689.079214822334,2948045.675370774,81886.05389189877,0.0134,249244.0,0.21337579617834396,0.19038619407780125
wave_1,75% beta reduction,2020-12-15,24626035.442446098,1863.4770049516674,22602.12846440403,2949498.952084542,81903.38110996518,0.0134,250180.0,0.21337579617834396,0.19038405504521932
wave_1,75% beta reduction,2020-12-16,24625771.458406325,1777.9485151206582,21565.046645919134,2950885.5464326288,81919.91305261536,0.0134,250916.0,0.21337579617834396,0.19038201418273148
wave_1,75% beta reduction,2020-12-17,24625519.589742057,1696.3462486592098,20575.54621619895,2952208.5177930784,81935.68622763887,0.0134,251692.0,0.21337579617834396,0.19038006698429777
wave_1,75% beta reduction,2020-12-18,24625279.28036004,1618.4899082144611,19631.44452609363,2953470.7852056473,81950.73546631141,0.0134,252474.0,0.21337579617834396,0.1903782091507573
wave_1,75% beta reduction,2020-12-19,24625049.999697506,1544.2074814312814,18730.65901401018,2954675.1338070487,81965.09400043615,0.0134,253184.0,0.21337579617834396,0.19037643658032555
wave_1,75% beta reduction,2020-12-20,24624831.241549533,1473.3348597630352,17871.202619392545,2955824.2209713096,81978.79353584028,0.0134,253772.0,0.21337579617834396,0.19037474535952864
wave_1,75% beta reduction,2020-12-21,24624622.522950295,1405.7154748606984,17051.179406105344,2956920.5821687374,81991.86432249012,0.0134,254514.0,0.21337579617834396,0.19037313175455436
wave_1,75% beta reduction,2020-12-22,24624423.38310576,1341.1999517266604,16268.780386138875,2957966.636556373,82004.33522138085,0.0134,255236.0,0.21337579617834396,0.1903715922030008
wave_1,75% beta reduction,2020-12-23,24624233.382375427,1279.6457778573836,15522.279534488365,2958964.692312223,82016.2337683495,0.0134,255979.0,0.21337579617834396,0.19037012330600409
wave_1,75% beta reduction,2020-12-24,24624052.101300884,1220.9169876351707,14810.029986476324,2959916.951725,82027.5862349529,0.0134,256592.0,0.21337579617834396,0.1903687218207283
wave_1,75% beta reduction,2020-12-25,24623879.139678985,1164.8838612636926,14130.460409183848,2960825.516050564,82038.41768654615,0.0134,257200.0,0.21337579617834396,0.1903673846532
wave_1,75% beta reduction,2020-12-26,24623714.11567764,1111.4226375747244,13482.071539035902,2961692.3901457465,82048.75203769028,0.0134,257700.0,0.21337579617834396,0.1903661088514726
wave_1,75% beta reduction,2020-12-27,24623556.664992232,1060.4152400648086,12863.432877947582,2962519.4868897544,82058.61210501236,0.0134,258181.0,0.21337579617834396,0.19036489159910458
wave_1,75% beta reduction,2020-12-28,24623406.440040786,1011.7490155503685,12273.179540784062,2963308.6314028786,82068.01965763529,0.0134,258840.0,0.21337579617834396,0.19036373020893713
wave_1,75% beta reduction,2020-12-29,24623263.10919613,965.3164848582107,11710.009247216925,2964061.565071794,82076.99546528928,0.0134,259548.0,0.21337579617834396,0.1903626221171583
wave_1,75% beta reduction,2020-12-30,24623126.356053323,921.0151049954394,11172.679451374708,2964779.9493903085,82085.55934421168,0.0134,260059.0,0.21337579617834396,0.19036156487763922
wave_1,75% beta reduction,2020-12-31,24622995.878730733,878.747042268626,10660.00460298633,2965465.3696240126,82093.73020093712,0.0134,260593.0,0.21337579617834396,0.19036055615653086
wave_1,75% beta reduction,2021-01-01,24622871.389203247,838.4189558466869,10170.853534003312,2966119.3383069034,82101.52607407495,0.0134,261019.0,0.21337579617834396,0.190359593727109
wave_1,75% beta reduction,2021-01-02,24622752.612666078,799.9417912853831,9704.146964960888,2966743.298577674,82108.96417416671,0.0134,261438.0,0.21337579617834396,0.19035867546485594
wave_1,75% beta reduction,2021-01-03,24622639.286927823,763.2305835537204,9258.85512559991,2967338.6273630224,82116.0609217119,0.0134,261859.0,0.21337579617834396,0.19035779934276797
wave_1,75% beta reduction,2021-01-04,24622531.161831375,728.2042691238431,8833.995484521358,2967906.63841498,82122.83198344648,0.0134,262262.0,0.21337579617834396,0.1903569634268788
wave_1,75% beta reduction,2021-01-05,24622427.99870145,694.7855067063412,8428.63058288384,2968448.585208961,82129.29230695432,0.0134,262784.0,0.21337579617834396,0.19035616587198806
wave_1,75% beta reduction,2021-01-06,24622329.56981748,662.9005062322587,8041.8659673821985,2968965.6637089048,82135.45615368844,0.0134,263193.0,0.21337579617834396,0.19035540491758646
wave_1,75% beta reduction,2021-01-07,24622235.657910723,632.4788657015634,7672.848217962777,2969459.0150056123,82141.33713047516,0.0134,263605.0,0.21337579617834396,0.19035467888396781
wave_1,75% beta reduction,2021-01-08,24622146.055684447,603.4534155354406,7320.763065938369,2969929.7278340776,82146.94821957081,0.0134,264159.0,0.21337579617834396,0.1903539861685196
wave_1,75% beta reduction,2021-01-09,24622060.565356176,575.7600700865627,6984.833598364017,2970378.840975372,82152.30180733778,0.0134,264521.0,0.21337579617834396,0.19035332524218404
wave_1,75% beta reduction,2021-01-10,24621978.99822093,549.3376859774872,6664.31854472387,2970807.345548366,82157.4097116032,0.0134,264780.0,0.21337579617834396,0.19035269464608173
wave_1,75% beta reduction,2021-01-11,24621901.174234547,524.1279269525927,6358.510642159814,2971216.1871963395,82162.28320776107,0.0134,265268.0,0.21337579617834396,0.1903520929882898
wave_1,75% beta reduction,2021-01-12,24621826.92161611,500.07513494350866,6066.735075644844,2971606.268173301,82166.9330536752,0.0134,265698.0,0.21337579617834396,0.19035151894076888
wave_1,75% beta reduction,2021-01-13,24621756.076468658,477.12620706186806,5788.347989668577,2971978.449334614,82171.3695134386,0.0134,266143.0,0.21337579617834396,0.19035097123643038
wave_1,75% beta reduction,2021-01-14,24621688.48241728,455.23047824643083,5522.735068159229,2972333.5520363133,82175.60238004159,0.0134,266546.0,0.21337579617834396,0.19035044866633874
wave_1,75% beta reduction,2021-01-15,24621623.990263876,434.3396093042403,5269.31017951619,2972672.3599473047,82179.64099699867,0.0134,266816.0,0.21337579617834396,0.19034995007704233
wave_1,75% beta reduction,2021-01-16,24621562.457657695,414.40748009749547,5027.51408377026,2972995.6207784363,82183.49427898241,0.0134,267056.0,0.21337579617834396,0.1903494743680266
wave_1,75% beta reduction,2021-01-17,24621503.748781078,395.3900876392888,4796.813199025069,2973304.047932256,82187.17073150964,0.0134,267322.0,0.21337579617834396,0.19034902048928418
wave_1,75% beta reduction,2021-01-18,24621447.73404957,377.24544887229155,4576.69842446343,2973598.322077092,82190.67846972361,0.0134,267644.0,0.21337579617834396,0.19034858743899674
wave_1,75% beta reduction,2021-01-19,24621394.28982583,359.9335079148928,4366.684017326641,2973879.0926489253,82194.02523631376,0.0134,267992.0,0.21337579617834396,0.19034817426132314
wave_1,75% beta reduction,2021-01-20,24621343.29814667,343.41604756924306,4166.306521393367,2974146.979284367,82197.21841861251,0.0134,268310.0,0.21337579617834396,0.1903477800442891
wave_1,75% beta reduction,2021-01-21,24621294.646462604,327.65660489513164,3975.12374459793,2974402.5731878993,82200.26506490716,0.0134,268646.0,0.21337579617834396,0.1903474039177738
wave_1,75% beta reduction,2021-01-22,24621248.227389406,312.6203906626703,3792.7137835358744,2974646.438436393,82203.17190000268,0.0134,268948.0,0.21337579617834396,0.19034704505158895
wave_1,75% beta reduction,2021-01-23,24621203.938471,298.27421250537725,3618.674092707753,2974879.1132237827,82205.94534007003,0.0134,269180.0,0.21337579617834396,0.19034670265364595
wave_1,75% beta reduction,2021-01-24,24621161.681953304,284.58640160348125,3452.6205964504834,2975101.111048638,82208.5915068127,0.0134,269450.0,0.21337579617834396,0.19034637596820728
wave_1,75% beta reduction,2021-01-25,24621121.364568405,271.5267427351051,3294.1868415995114,2975312.921847255,82211.11624098284,0.0134,269789.0,0.21337579617834396,0.1903460642742181
wave_1,75% beta reduction,2021-01-26,24621082.897328675,259.0664075404716,3143.023189014624,2975515.0130747654,82213.52511527683,0.0134,270092.0,0.21337579617834396,0.1903457668837143
wave_1,75% beta reduction,2021-01-27,24621046.19533031,247.17789085140615,2998.7960421877638,2975707.8307366455,82215.82344663884,0.0134,270375.0,0.21337579617834396,0.19034548314030406
wave_1,75% beta reduction,2021-01-28,24621011.177565917,235.83494994521635,2861.1871112327917,2975891.8003729004,82218.01630799953,0.0134,270588.0,0.21337579617834396,0.19034521241771865
wave_1,75% beta reduction,2021-01-29,24620977.76674567,225.0125465885171,2729.8927106350257,2976067.3279970987,82220.10853947584,0.0134,270745.0,0.21337579617834396,0.19034495411842986
wave_1,75% beta reduction,2021-01-30,24620945.889126714,214.6867917427611,2604.6230892126823,2976234.800992322,82222.10475905664,0.0134,270854.0,0.21337579617834396,0.1903447076723311
wave_1,75% beta reduction,2021-01-31,24620915.47435036,204.8348928091376,2485.101790813265,2976394.5889660106,82224.00937279781,0.0134,270959.0,0.21337579617834396,0.19034447253547893
wave_1,75% beta reduction,2021-02-01,24620886.455286775,195.4351032961338,2371.0650443356076,2976547.0445655864,82225.82658454934,0.0134,271118.0,0.21337579617834396,0.1903442481888921
wave_1,75% beta reduction,2021-02-02,24620858.767886803,186.46667479842444,2262.261181732859,2976692.504256658,82227.56040523591,0.0134,271289.0,0.21337579617834396,0.1903440341374061
wave_1,75% beta reduction,2021-02-03,24620832.35104058,177.90981118087944,2158.4500827133033,2976831.2890655184,82229.2146617114,0.0134,271431.0,0.21337579617834396,0.1903438299085802
